Property Type,Listing Type,Bedrooms,Bathrooms,Country Code,City,Zipcode,Latitude,Longitude,Currency Native,Airbnb Property ID,Airbnb Host ID,last_seen,cleaning_fee,Reporting Month,Blocked Days,Available Days,Scraped During Month,Occupancy Rate,Reservation Days,ADR (USD),ADR (Native),Number Of Reservation,Revenue (USD),Revenue (Native)
Private room in home,private_room,1,1,US,Malibu,90265,34.03073,-118.75513,USD,187526,215462,2024-01-03,,2023-10,0,31,True,0.0,0,350,350,0,0,0
Entire home,entire_home,3,2,US,Malibu,90265,34.03862,-118.62243,USD,287339,1494781,2024-01-03,300.0,2023-10,0,31,True,42.6,11,1331,1331,0,14641,14641
Private room in home,private_room,1,1,US,Malibu,90265,34.03074,-118.75723,USD,518815,215462,2024-01-03,,2023-10,0,31,True,15.5,4,300,300,0,1200,1200
Entire condo,entire_home,3,2,US,Malibu,90265,34.03309,-118.74573,USD,939688,5076940,2024-01-03,225.0,2023-10,0,31,True,0.0,0,1632,1632,0,0,0
Private room in guest suite,private_room,1,1,US,Malibu,90265,34.00876,-118.81379,USD,1153772,6323112,2024-01-03,100.0,2023-10,0,31,True,31.0,8,595,595,0,4760,4760
Entire guesthouse,entire_home,1,1,US,Malibu,90265,34.009,-118.8147,USD,1157077,6323112,2024-01-03,150.0,2023-10,0,31,True,34.8,9,895,895,0,8055,8055
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.04181,-118.88698,USD,1220178,6656138,2024-01-03,125.0,2023-10,0,31,True,46.5,12,381,381,1,4697,4697
Entire home,entire_home,2,2,US,Malibu,90265,34.044,-118.741,USD,1298276,985427,2024-01-03,185.0,2023-10,0,31,True,23.2,6,299,299,1,1979,1979
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.04327,-118.88437,USD,1628415,6656138,2024-01-03,,2023-10,0,31,True,46.5,12,281,281,1,3372,3372
Entire home,entire_home,3,3,US,Malibu,90265,34.03742,-118.58712,USD,1821054,9534111,2024-01-03,550.0,2023-10,0,31,True,73.5,19,887,887,0,16853,16853
Entire home,entire_home,2,1,US,Malibu,90265,34.02553,-118.77886,USD,1922497,9962732,2024-01-03,,2023-10,0,31,True,3.9,1,1000,1000,1,1000,1000
Entire home,entire_home,3,4,US,Malibu,90265,34.038,-118.64,USD,3156442,16016535,2024-01-03,500.0,2023-10,0,31,True,61.9,16,1046,1046,2,17736,17736
Entire villa,entire_home,5,3,US,Malibu,90265,34.03604,-118.60936,USD,3478607,16503811,2024-01-03,,2023-10,0,31,True,46.5,12,1581,1581,2,18972,18972
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03793,-118.61114,USD,3563679,17944041,2024-01-03,100.0,2023-10,0,31,True,100,29,575,575,0,16675,16675
Entire condo,entire_home,1,1,US,Malibu,90263,34.037,-118.676,USD,4205112,21817201,2024-01-03,,2023-10,0,31,True,69.7,18,482,482,1,8676,8676
Entire bungalow,entire_home,1,1,US,Malibu,90265,34.039,-118.672,USD,4256314,21817201,2024-01-03,,2023-10,0,31,True,50.3,13,457,457,0,5941,5941
Entire condo,entire_home,1,1,US,Malibu,90265,34.039,-118.672,USD,5488509,21817201,2024-01-03,,2023-10,0,31,True,100,26,476,476,3,12376,12376
Entire bungalow,entire_home,1,1,US,Malibu,90263,34.039,-118.673,USD,6081725,21817201,2024-01-03,,2023-10,0,31,True,58.1,15,476,476,0,7140,7140
Entire home,entire_home,4,3,US,Malibu,90265,34.038,-118.868,USD,6386586,9053701,2023-12-06,300.0,2023-10,0,31,True,0.0,0,500,500,0,0,0
Private room in home,private_room,1,1,US,Malibu,90265,34.04074,-118.61859,USD,7293369,37437994,2024-01-03,30.0,2023-10,0,31,True,100,29,159,159,1,4641,4641
Entire home,entire_home,3,2,US,Malibu,90265,34.03676,-118.63273,USD,8667902,9962732,2024-01-03,,2023-10,0,31,True,50.3,13,1145,1145,1,14885,14885
Entire home,entire_home,2,2,US,Malibu,90265,34.03616,-118.61272,USD,10362019,53331260,2024-01-03,175.0,2023-10,0,31,True,73.5,19,370,370,1,7205,7205
Entire home,entire_home,2,2,US,Malibu,90265,34.03584,-118.61083,USD,10431444,53331260,2024-01-03,175.0,2023-10,0,31,True,100,28,349,349,0,9772,9772
Private room,private_room,1,1,US,Malibu,90265,34.02044,-118.81636,USD,11880996,52798803,2024-01-03,0.0,2023-10,17,14,True,0.0,0,300,300,0,0,0
Entire home,entire_home,3,3,US,Malibu,90265,34.03586,-118.61609,USD,12041595,50848819,2024-01-03,550.0,2023-10,0,31,True,50.3,13,999,999,0,12987,12987
Entire home,entire_home,3,2,US,Malibu,90265,34.03952,-118.64553,USD,12836638,70019808,2024-01-03,,2023-10,0,31,True,27.1,7,459,459,0,3213,3213
Entire bungalow,entire_home,1,1,US,Malibu,90265,34.03322,-118.72655,USD,14042739,51230430,2024-01-03,175.0,2023-10,0,31,True,92.9,24,602,602,1,14623,14623
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.039,-118.641,USD,14106692,18835756,2024-01-03,90.0,2023-10,0,31,True,73.5,19,285,285,3,5685,5685
Entire rental unit,entire_home,3,3,US,Malibu,90263,34.03341,-118.72288,USD,14220873,86397681,2024-01-03,225.0,2023-10,2,29,True,100,28,477,477,1,13581,13581
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03562,-118.6116,USD,15058446,76794295,2024-01-03,200.0,2023-10,0,31,True,89.0,23,488,488,0,11224,11224
Entire guest suite,entire_home,1,1,US,Malibu,90263,34.04056,-118.71381,USD,15075095,83617299,2024-01-03,150.0,2023-10,0,31,True,69.7,18,359,359,0,6462,6462
Room in boutique hotel,private_room,1,1,US,Malibu Beach,90263,34.03743,-118.6734,USD,15720440,101555046,2024-01-03,225.0,2023-10,0,31,True,89.0,23,277,277,1,6596,6596
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.0378,-118.67303,USD,15721485,101555046,2024-01-03,,2023-10,0,31,True,81.3,21,312,312,1,6552,6552
Entire rental unit,entire_home,1,1,US,Malibu Beach,90263,34.03775,-118.67219,USD,15721641,101555046,2024-01-03,220.0,2023-10,0,31,True,100,28,393,393,2,11444,11444
Entire condo,entire_home,2,1,US,Malibu,90263,34.03831,-118.66539,USD,16532427,108746946,2024-01-03,,2023-10,0,31,True,77.4,20,746,746,0,14920,14920
Entire bungalow,entire_home,1,1,US,Malibu,90263,34.039,-118.673,USD,16945718,21817201,2024-01-03,150.0,2023-10,0,31,True,50.3,13,469,469,0,6097,6097
Entire villa,entire_home,7,7,US,Malibu,90265,34.008,-118.813,USD,17139279,115196684,2024-01-03,,2023-10,0,31,True,0.0,0,6000,6000,0,0,0
Entire guest suite,entire_home,4,4,US,Malibu,90263,34.032,-118.725,USD,17892276,122562353,2024-01-03,350.0,2023-10,2,29,True,33.1,8,1468,1468,0,11744,11744
Entire home,entire_home,4,3,US,Malibu,90265,34.028,-118.835,USD,18253804,52136082,2024-01-03,300.0,2023-10,17,14,True,0.0,0,995,995,0,0,0
Entire home,entire_home,3,2,US,Malibu,90265,34.03822,-118.61592,USD,18506757,359851032,2024-01-03,140.0,2023-10,0,31,True,100,29,554,554,0,16066,16066
Entire condo,entire_home,2,2,US,Malibu,90265,34.03314,-118.72672,USD,18757834,120384454,2024-01-03,,2023-10,0,31,True,31.0,8,800,800,1,6400,6400
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.03665,-118.86421,USD,18928368,76438110,2024-01-03,200.0,2023-10,0,31,True,11.6,3,950,950,1,3050,3050
Entire home,entire_home,4,4,US,Malibu,90265,34.03399,-118.74203,USD,18929534,123527889,2023-11-29,500.0,2023-10,0,31,True,15.5,4,913,913,0,3652,3652
Entire home,entire_home,2,2,US,Malibu,90265,34.03368,-118.74155,USD,19210277,123527889,2023-11-29,,2023-10,0,31,True,19.4,5,810,810,0,4050,4050
Entire guesthouse,entire_home,Studio,1,US,Malibu,90265,34.043,-118.645,USD,20192212,8398671,2024-01-03,130.0,2023-10,0,31,True,100,26,338,338,0,8788,8788
Entire villa,entire_home,5,5,US,Malibu,90265,34.03856,-118.65106,USD,20470279,18269822,2024-01-03,0.0,2023-10,0,31,True,19.4,5,7202,7202,1,36010,36010
Entire villa,entire_home,5,5,US,Malibu,90265,34.03497,-118.68775,USD,20471627,2843111,2024-01-03,0.0,2023-10,0,31,True,7.7,2,4800,4800,2,9600,9600
Entire villa,entire_home,5,6,US,Malibu,90265,34.03266,-118.77847,USD,20473033,182442895,2024-01-03,0.0,2023-10,0,31,True,0.0,0,4000,4000,0,0,0
Entire villa,entire_home,6,5,US,Malibu,90265,34.03369,-118.74382,USD,20475139,2843111,2024-01-03,0.0,2023-10,0,31,True,7.7,2,3900,3900,2,7800,7800
Entire villa,entire_home,7,6,US,Malibu,90265,34.03013,-118.84517,USD,20475245,2095936,2024-01-03,0.0,2023-10,0,31,True,7.7,2,6250,6250,2,12500,12500
Entire home,entire_home,2,1,US,Malibu,90265,34.03756,-118.61055,USD,20929392,413189869,2024-01-03,250.0,2023-10,0,31,True,65.8,17,512,512,0,8704,8704
Entire home,entire_home,4,4,US,Malibu,90265,34.041,-118.671,USD,21228082,24303784,2024-01-03,500.0,2023-10,8,23,True,62.6,12,1749,1749,3,22488,22488
Entire home,entire_home,4,4,US,Malibu,90265,34.03834,-118.86514,USD,21820337,159061863,2024-01-03,,2023-10,0,31,True,0.0,0,1196,1196,0,0,0
Entire condo,entire_home,2,2,US,Malibu,90263,34.03996,-118.66899,USD,22815529,23118355,2024-01-03,,2023-10,0,31,True,50.3,13,550,550,1,7150,7150
Entire condo,entire_home,2,2,US,Malibu,90263,34.03185,-118.72712,USD,23423122,120384454,2024-01-03,,2023-10,0,31,True,46.5,12,815,815,2,9780,9780
Entire home,entire_home,3,2,US,Malibu,90265,34.043,-118.741,USD,23975234,180325805,2024-01-03,,2023-10,0,31,True,38.7,10,550,550,0,5500,5500
Entire home,entire_home,4,4,US,Malibu,90265,34.039,-118.658,USD,24084042,4656446,2024-01-03,500.0,2023-10,7,24,True,75.0,15,1853,1853,1,28295,28295
Entire home,entire_home,4,4,US,Malibu,90265,34.037,-118.639,USD,24116473,24303784,2024-01-03,,2023-10,5,26,True,18.5,4,1709,1709,0,6836,6836
Tiny home,entire_home,1,1,US,Malibu,90265,34.02527,-118.80007,USD,24247972,75166,2024-01-03,,2023-10,0,31,True,96.8,25,232,232,3,5800,5800
Entire home,entire_home,3,2,US,Malibu,90265,34.03639,-118.63653,USD,24307533,183372162,2024-01-03,,2023-10,0,31,True,27.1,7,914,914,0,6398,6398
Entire home,entire_home,2,3,US,Malibu,90265,34.037,-118.865,USD,24606474,5523906,2024-01-03,385.0,2023-10,2,29,True,20.7,5,893,893,1,4850,4850
Entire home,entire_home,4,4,US,Malibu,90265,34.03746,-118.62557,USD,24654009,32217053,2024-01-03,248.0,2023-10,1,30,True,44.0,11,772,772,0,8492,8492
Entire villa,entire_home,4,4,US,Malibu,90265,34.03877,-118.64282,USD,25226793,183372162,2024-01-03,340.0,2023-10,0,31,True,11.6,3,1795,1795,0,5385,5385
Entire home,entire_home,5,5,US,Malibu,90265,34.03654,-118.62504,USD,26003374,195441232,2024-01-03,,2023-10,0,31,True,27.1,7,2800,2800,0,19600,19600
Entire home,entire_home,5,5,US,Malibu,90265,34.02373,-118.79892,USD,26452918,198911431,2024-01-03,650.0,2023-10,0,31,True,11.6,3,2350,2350,0,7050,7050
Entire villa,entire_home,3,4,US,Malibu,90265,34.02226,-118.83113,USD,27167025,198443236,2024-01-03,500.0,2023-10,0,31,True,61.9,16,932,932,4,16912,16912
Entire home,entire_home,3,2,US,Malibu,90265,34.03947,-118.60449,USD,27488523,182277016,2024-01-03,400.0,2023-10,12,19,True,0.0,0,1550,1550,0,0,0
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.041,-118.642,USD,27572865,208037735,2024-01-03,75.0,2023-10,0,31,True,54.2,14,325,325,1,4625,4625
Entire condo,entire_home,Studio,1,US,Malibu,90263,34.04021,-118.66541,USD,27851421,12741548,2024-01-03,200.0,2023-10,0,31,True,100,31,187,187,0,5797,5797
Entire home,entire_home,3,3,US,Malibu,90263,34.032,-118.699,USD,29127929,24303784,2024-01-03,395.0,2023-10,0,31,True,50.3,13,1024,1024,0,13312,13312
Entire condo,entire_home,1,1,US,Malibu,90265,34.03909,-118.67127,USD,29417765,21817201,2024-01-03,,2023-10,0,31,True,96.8,25,557,557,0,13925,13925
Entire guesthouse,entire_home,2,2,US,Malibu,90265,34.04156,-118.6225,USD,30510342,8398671,2024-01-03,160.0,2023-10,0,31,True,3.9,1,804,804,0,804,804
Entire home,entire_home,5,3,US,Malibu,90265,34.03969,-118.62,USD,30510938,8398671,2024-01-03,400.0,2023-10,0,31,True,3.9,1,1765,1765,0,1765,1765
Entire rental unit,entire_home,1,2,US,Malibu,90265,34.03912,-118.63893,USD,30740055,16016535,2024-01-03,,2023-10,0,31,True,69.7,18,371,371,1,6678,6678
Entire home,entire_home,3,3,US,Malibu,90265,34.03707,-118.84396,USD,31262496,24844945,2024-01-03,300.0,2023-10,0,31,True,11.6,3,595,595,0,1785,1785
Entire condo,entire_home,Studio,1,US,Malibu,90265,34.03043,-118.75293,USD,31519147,27134263,2024-01-03,100.0,2023-10,17,14,True,0.0,0,150,150,0,0,0
Entire bungalow,entire_home,1,1,US,Malibu,90263,34.03767,-118.6711,USD,31563889,21817201,2024-01-03,150.0,2023-10,0,31,True,85.2,22,503,503,0,11066,11066
Entire home,entire_home,2,2,US,Malibu,90290,34.03979,-118.58863,USD,32889948,123449596,2024-01-03,300.0,2023-10,0,31,True,0.0,0,795,795,0,0,0
Entire home,entire_home,4,3,US,Malibu,90265,34.03788,-118.61384,USD,33097695,17740218,2024-01-03,927.0,2023-10,0,31,True,58.1,15,1495,1495,2,24279,24279
Entire home,entire_home,2,1,US,Malibu,90265,34.037,-118.636,USD,33590761,253122053,2024-01-03,200.0,2023-10,0,31,True,65.8,17,289,289,1,5113,5113
Entire home,entire_home,2,1,US,Malibu,90265,34.037,-118.636,USD,33591494,253122053,2024-01-03,200.0,2023-10,0,31,True,77.4,20,297,297,0,5940,5940
Entire home,entire_home,4,2,US,Malibu,90265,34.02766,-118.76451,USD,33908156,9962732,2024-01-03,,2023-10,2,29,True,20.7,5,889,889,1,4445,4445
Entire rental unit,entire_home,4,3,US,Malibu,90265,34.036,-118.636,USD,33969038,389118857,2024-01-03,,2023-10,0,31,True,46.5,12,876,876,0,10512,10512
Entire villa,entire_home,4,5,US,Malibu,90265,34.0217,-118.79533,USD,34535365,116857155,2024-01-03,250.0,2023-10,0,31,True,92.9,24,826,826,0,19824,19824
Entire home,entire_home,4,4,US,Malibu,90265,34.04357,-118.64487,USD,34577812,8398671,2024-01-03,450.0,2023-10,2,29,True,29.0,7,1827,1827,1,13239,13239
Tiny home,entire_home,1,1,US,Malibu,90265,34.02563,-118.79869,USD,34817171,75166,2024-01-03,,2023-10,0,31,True,61.9,16,234,234,3,3744,3744
Entire home,entire_home,4,6,US,Malibu,90265,34.028,-118.797,USD,35256356,24303784,2024-01-03,500.0,2023-10,0,31,True,73.5,19,1364,1364,1,26416,26416
Entire home,entire_home,3,2,US,Malibu,90265,34.03722,-118.86641,USD,35308605,1426043,2024-01-03,,2023-10,0,31,True,96.8,25,1077,1077,0,26925,26925
Entire home,entire_home,5,5,US,Malibu,90265,34.04139,-118.64403,USD,35322045,8398671,2024-01-03,550.0,2023-10,0,31,True,54.2,14,2169,2169,0,30366,30366
Entire home,entire_home,5,5,US,Malibu,90265,34.04226,-118.62543,USD,35545175,8398671,2024-01-03,550.0,2023-10,0,31,True,3.9,1,2685,2685,0,2685,2685
Entire condo,entire_home,1,1,US,Malibu,90265,34.03615,-118.61213,USD,35807076,129311547,2024-01-03,175.0,2023-10,0,31,True,23.2,6,547,547,2,3632,3632
Entire guest suite,entire_home,Studio,1,US,Malibu,90265,34.04084,-118.6448,USD,35872969,8398671,2024-01-03,150.0,2023-10,2,29,True,99.3,24,467,467,0,11208,11208
Entire home,entire_home,3,2,US,Malibu,90265,34.04568,-118.65757,USD,35940587,19014028,2024-01-03,250.0,2023-10,0,31,True,85.2,22,970,970,0,21340,21340
Entire condo,entire_home,3,2,US,Malibu,90265,34.0359,-118.61247,USD,36115599,129311547,2024-01-03,225.0,2023-10,0,31,True,92.9,24,784,784,0,18816,18816
Entire home,entire_home,3,4,US,Malibu,90265,34.01158,-118.8117,USD,36362070,117206176,2024-01-03,300.0,2023-10,0,31,True,27.1,7,804,804,2,6228,6228
Entire home,entire_home,3,2,US,Malibu,90265,34.04345,-118.73946,USD,36630067,255643685,2024-01-03,,2023-10,0,31,True,50.3,13,406,406,0,5278,5278
Entire home,entire_home,4,4,US,Malibu,90265,34.04084,-118.64351,USD,38670188,28679125,2024-01-03,,2023-10,0,31,True,0.0,0,650,650,0,0,0
Room in boutique hotel,private_room,1,1,US,Malibu,90263,34.04065,-118.66671,USD,39104511,299317073,2024-01-03,0.0,2023-10,3,28,True,38.6,9,270,270,0,2430,2430
Room in boutique hotel,private_room,1,1,US,Malibu,90265,34.03928,-118.66687,USD,39104666,299317073,2024-01-03,0.0,2023-10,0,31,True,19.4,5,306,306,0,1530,1530
Room in boutique hotel,private_room,1,1,US,Malibu,90263,34.04026,-118.66725,USD,39104670,299317073,2024-01-03,0.0,2023-10,1,30,True,20.0,5,353,353,0,1765,1765
Entire condo,entire_home,1,1,US,Malibu,90263,34.03961,-118.67117,USD,39281285,21817201,2024-01-03,,2023-10,0,31,True,61.9,16,446,446,1,7136,7136
Entire condo,entire_home,1,1,US,Malibu,90265,34.03779,-118.67333,USD,39368487,21817201,2024-01-03,150.0,2023-10,1,30,True,48.0,12,250,250,0,3000,3000
Entire home,entire_home,4,4,US,Malibu,90265,34.03463,-118.86242,USD,39866011,198002355,2024-01-03,600.0,2023-10,4,27,True,26.7,6,1921,1921,0,11526,11526
Barn,entire_home,1,1,US,Malibu,90265,34.02679,-118.76996,USD,40014456,4784846,2024-01-03,,2023-10,0,31,True,50.3,13,369,369,0,4797,4797
Entire home,entire_home,3,5,US,Malibu,90265,34.03653,-118.86253,USD,40200363,198002355,2024-01-03,500.0,2023-10,5,26,True,9.2,2,1847,1847,2,4694,4694
Entire home,entire_home,4,3,US,Malibu,90265,34.03439,-118.83951,USD,41510903,46990368,2024-01-03,200.0,2023-10,0,31,True,42.6,11,542,542,0,5962,5962
Entire villa,entire_home,5,4,US,Malibu,90265,34.043,-118.683,USD,41745191,24303784,2024-01-03,500.0,2023-10,0,31,True,73.5,19,1271,1271,1,24649,24649
Entire home,entire_home,3,2,US,Malibu,90265,34.043,-118.901,USD,42437564,326005587,2024-01-03,370.0,2023-10,0,31,True,89.0,23,381,381,1,9133,9133
Entire rental unit,entire_home,2,3,US,Malibu,90265,34.03906,-118.63837,USD,43302610,16016535,2024-01-03,300.0,2023-10,0,31,True,77.4,20,610,610,0,12200,12200
Entire condo,entire_home,1,1,US,Malibu,90265,34.04003,-118.67318,USD,43636791,21817201,2024-01-03,150.0,2023-10,0,31,True,15.5,4,302,302,1,1358,1358
Entire condo,entire_home,1,1,US,Malibu,90263,34.0381,-118.67277,USD,43667289,21817201,2024-01-03,150.0,2023-10,0,31,True,58.1,15,298,298,1,4620,4620
Entire home,entire_home,3,3,US,Malibu,90265,34.02496,-118.76495,USD,43727010,7858796,2023-11-16,0.0,2023-10,0,31,True,54.2,14,1200,1200,2,16800,16800
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43752822,24303784,2024-01-03,225.0,2023-10,6,25,True,67.2,14,735,735,2,10740,10740
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43753444,24303784,2024-01-03,225.0,2023-10,0,31,True,38.7,10,540,540,1,5625,5625
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43753670,24303784,2024-01-03,250.0,2023-10,0,31,True,77.4,20,543,543,1,11110,11110
Entire home,entire_home,3,4,US,Malibu,90265,34.03828,-118.58971,USD,43776250,60115529,2024-01-03,250.0,2023-10,0,31,True,34.8,9,1101,1101,2,10409,10409
Entire home,entire_home,4,4,US,Malibu,90265,34.03642,-118.63092,USD,43788997,44427239,2024-01-03,425.0,2023-10,8,23,True,83.5,16,1669,1669,1,27129,27129
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43805306,24303784,2024-01-03,200.0,2023-10,0,31,True,54.2,14,299,299,0,4186,4186
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43805999,24303784,2024-01-03,225.0,2023-10,0,31,True,54.2,14,461,461,1,6679,6679
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43806077,24303784,2024-01-03,0.0,2023-10,0,31,True,50.3,13,423,423,1,5499,5499
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.039,-118.669,USD,43806748,24303784,2024-01-03,250.0,2023-10,0,31,True,34.8,9,480,480,1,4570,4570
Entire rental unit,entire_home,3,3,US,Malibu,90263,34.039,-118.669,USD,43806946,24303784,2024-01-03,250.0,2023-10,0,31,True,58.1,15,735,735,4,12025,12025
Entire home,entire_home,3,3,US,Malibu,90265,34.04177,-118.87156,USD,44154397,72811777,2024-01-03,250.0,2023-10,0,31,True,58.1,15,843,843,0,12645,12645
Castle,entire_home,1,1,US,Malibu,90265,34.03546,-118.75719,USD,44181545,6975188,2024-01-03,60.0,2023-10,0,31,True,15.5,4,300,300,2,1320,1320
Entire home,entire_home,2,1,US,Malibu,90265,34.03555,-118.75743,USD,44181924,6975188,2024-01-03,75.0,2023-10,0,31,True,0.0,0,425,425,0,0,0
Entire villa,entire_home,5,5,US,Malibu,90265,34.02556,-118.77546,USD,44593416,360894972,2024-01-03,475.0,2023-10,0,31,True,42.6,11,1197,1197,1,13642,13642
Entire home,entire_home,4,5,US,Malibu,90265,34.03908,-118.64858,USD,44861286,5802360,2024-01-03,300.0,2023-10,0,31,True,46.5,12,1041,1041,2,13092,13092
Entire rental unit,entire_home,1,2,US,Malibu,90265,34.03686,-118.608,USD,45057696,363522227,2024-01-03,100.0,2023-10,0,31,True,0.0,0,285,285,0,0,0
Entire home,entire_home,3,3,US,Malibu,90265,34.038,-118.621,USD,45437509,24303784,2024-01-03,450.0,2023-10,2,29,True,0.0,0,750,750,0,0,0
Entire home,entire_home,3,3,US,Malibu,90265,34.04245,-118.74083,USD,45848740,331453826,2024-01-03,350.0,2023-10,0,31,True,100,31,450,450,0,13950,13950
Entire home,entire_home,3,4,US,Malibu,90265,34.04605,-118.64574,USD,45996025,9193782,2024-01-03,350.0,2023-10,0,31,True,31.0,8,703,703,0,5624,5624
Entire guest suite,entire_home,Studio,1,US,Malibu,90265,34.04481,-118.64697,USD,46104838,29814906,2024-01-03,50.0,2023-10,0,31,True,27.1,7,204,204,2,1528,1528
Entire home,entire_home,4,4,US,Malibu,90263,34.03937,-118.69561,USD,46106743,14898804,2024-01-03,350.0,2023-10,0,31,True,31.0,8,1308,1308,1,10814,10814
Entire home,entire_home,3,3,US,Malibu,90265,34.03881,-118.62381,USD,46496139,15822476,2024-01-03,350.0,2023-10,0,31,True,27.1,7,1234,1234,1,8988,8988
Entire villa,entire_home,3,2,US,Malibu,90265,34.00637,-118.81028,USD,46647805,75166,2024-01-03,200.0,2023-10,0,31,True,61.9,16,1302,1302,0,20832,20832
Entire condo,entire_home,3,2,US,Malibu,90265,34.03292,-118.74426,USD,47759401,218117410,2024-01-03,120.0,2023-10,0,31,True,11.6,3,972,972,0,2916,2916
Entire townhouse,entire_home,2,2,US,Malibu,90265,34.03846,-118.62327,USD,48042360,61901622,2024-01-03,135.0,2023-10,0,31,True,58.1,15,486,486,4,7830,7830
Entire guest suite,entire_home,Studio,1,US,Malibu,90265,34.0424,-118.74179,USD,48044219,179628916,2024-01-03,75.0,2023-10,0,31,True,46.5,12,303,303,0,3636,3636
Entire rental unit,entire_home,2,2,US,Malibu,90265,34.039,-118.668,USD,48131392,24303784,2024-01-03,500.0,2023-10,0,31,True,27.1,7,784,784,0,5488,5488
Entire home,entire_home,3,2,US,Malibu,90265,34.03984,-118.64625,USD,48138145,66661549,2024-01-03,350.0,2023-10,0,31,True,46.5,12,858,858,1,10646,10646
Entire home,entire_home,4,6,US,Malibu,90265,34.03,-118.83,USD,48397272,24303784,2024-01-03,650.0,2023-10,0,31,True,61.9,16,1406,1406,0,22496,22496
Entire rental unit,entire_home,2,2,US,Malibu,90265,34.03338,-118.72758,USD,48632945,120384454,2024-01-03,200.0,2023-10,0,31,True,38.7,10,770,770,2,8100,8100
Entire condo,entire_home,2,2,US,Malibu,90263,34.032,-118.727,USD,48644414,120384454,2024-01-03,200.0,2023-10,2,29,True,74.5,18,804,804,2,14872,14872
Entire condo,entire_home,1,1,US,Malibu,90263,34.032,-118.727,USD,48647741,120384454,2024-01-03,150.0,2023-10,0,31,True,61.9,16,444,444,2,7404,7404
Entire condo,entire_home,1,1,US,Malibu,90265,34.03328,-118.7276,USD,48648286,120384454,2024-01-03,150.0,2023-10,0,31,True,65.8,17,501,501,1,8667,8667
Entire guest suite,entire_home,2,1,US,Malibu,90265,34.03457,-118.82031,USD,48862005,112342357,2024-01-03,80.0,2023-10,0,31,True,23.2,6,320,320,1,2000,2000
Entire home,entire_home,3,2,US,Malibu,90265,34.03929,-118.87036,USD,49043579,85206134,2024-01-03,,2023-10,0,31,True,15.5,4,1500,1500,2,6000,6000
Entire guesthouse,entire_home,2,1,US,Malibu,90265,34.03741,-118.6963,USD,49098551,75166,2024-01-03,150.0,2023-10,1,30,True,48.0,12,359,359,4,4908,4908
Entire home,entire_home,3,2,US,Malibu,90263,34.03766,-118.69627,USD,49112144,75166,2024-01-03,200.0,2023-10,0,31,True,58.1,15,412,412,1,6380,6380
Entire home,entire_home,3,3,US,Malibu,90263,34.03077,-118.69877,USD,49715293,400963090,2024-01-03,250.0,2023-10,0,31,True,38.7,10,1212,1212,0,12120,12120
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.04213,-118.73965,USD,50012802,48735031,2024-01-03,65.0,2023-10,0,31,True,31.0,8,275,275,1,2265,2265
Entire home,entire_home,4,4,US,Malibu,90265,34.037,-118.609,USD,50048080,24303784,2024-01-03,500.0,2023-10,0,31,True,38.7,10,1431,1431,1,14810,14810
Entire condo,entire_home,2,1,US,Malibu,90263,34.03846,-118.66727,USD,50050189,135947381,2024-01-03,300.0,2023-10,0,31,True,73.5,19,465,465,1,9135,9135
Entire home,entire_home,4,3,US,Malibu,90265,34.03641,-118.82667,USD,50878173,11075026,2024-01-03,270.0,2023-10,0,31,True,23.2,6,682,682,1,4362,4362
Entire home,entire_home,4,4,US,Malibu,90265,34.03921,-118.68,USD,50994791,11951403,2024-01-03,,2023-10,0,31,True,65.8,17,750,750,0,12750,12750
Entire home,entire_home,3,2,US,Malibu,90265,34.03771,-118.62859,USD,51306690,415509559,2024-01-03,200.0,2023-10,0,31,True,54.2,14,558,558,2,8212,8212
Entire home,entire_home,3,2,US,Malibu,90265,34.03738,-118.62668,USD,51309388,415509559,2024-01-03,200.0,2023-10,0,31,True,42.6,11,668,668,2,7748,7748
Entire home,entire_home,3,4,US,Malibu,90265,34.03937,-118.64109,USD,51519504,416446866,2024-01-03,750.0,2023-10,1,30,True,72.0,18,620,620,1,11910,11910
Entire villa,entire_home,5,6,US,Malibu,90265,34.039,-118.668,USD,51594193,24303784,2024-01-03,750.0,2023-10,0,31,True,58.1,15,2742,2742,2,42630,42630
Entire rental unit,entire_home,Studio,1,US,Malibu,90265,34.039,-118.668,USD,51595859,24303784,2024-01-03,125.0,2023-10,0,31,True,42.6,11,343,343,1,3898,3898
