Property Type,Listing Type,Bedrooms,Bathrooms,Country Code,City,Zipcode,Latitude,Longitude,Currency Native,Airbnb Property ID,Airbnb Host ID,last_seen,cleaning_fee,Reporting Month,Blocked Days,Available Days,Scraped During Month,Occupancy Rate,Reservation Days,ADR (USD),ADR (Native),Number Of Reservation,Revenue (USD),Revenue (Native)
Entire home,entire_home,5,4,US,Malibu,90265,34.026,-118.762,USD,563774013818510686,24303784,2024-01-03,,2023-09,1,30,True,48.0,12,1680,1680,2,20160,20160
Entire home,entire_home,5,3,US,Malibu,90265,34.03739,-118.6223,USD,567394591100156316,264393556,2024-01-03,,2023-09,14,17,True,42.4,6,801,801,2,4806,4806
Entire villa,entire_home,4,3,US,Malibu,90263,34.03074,-118.70908,USD,575356709721939776,280346768,2024-01-03,,2023-09,1,30,True,80.0,20,1799,1799,0,35980,35980
Entire home,entire_home,3,3,US,Malibu,90265,34.0385,-118.62131,USD,577732916869468148,269119486,2023-12-27,,2023-09,1,30,True,64.0,16,829,829,2,13264,13264
Entire condo,entire_home,1,1,US,Malibu,90263,34.03833,-118.66715,USD,592773503290249134,10503879,2024-01-03,,2023-09,1,30,True,32.0,8,457,457,0,3656,3656
Entire villa,entire_home,4,4,US,Malibu,90265,34.02558,-118.76533,USD,599035260600467060,72933825,2024-01-03,,2023-09,11,20,True,0.0,0,2071,2071,0,0,0
Entire home,entire_home,4,3,US,Malibu,90265,34.03924,-118.61482,USD,599950544059911385,24459429,2024-01-03,,2023-09,14,17,True,35.3,5,1500,1500,1,7500,7500
Entire villa,entire_home,6,7,US,Malibu,90265,34.042,-118.657,USD,605813159415945722,24303784,2024-01-03,,2023-09,1,30,True,52.0,13,1543,1543,1,20059,20059
Entire villa,entire_home,4,5,US,Malibu,90265,34.04254,-118.74329,USD,620384147219116146,94069291,2024-01-03,,2023-09,1,30,True,100,27,814,814,0,21978,21978
Entire villa,entire_home,5,3,US,Malibu,90265,34.03795,-118.6074,USD,634003165741919524,16503811,2024-01-03,,2023-09,1,30,True,32.0,8,1751,1751,4,14008,14008
Entire home,entire_home,4,6,US,Malibu,90265,34.038,-118.59,USD,644344768334602878,417734561,2024-01-03,,2023-09,27,4,True,100,4,2024,2024,0,8096,8096
Entire home,entire_home,3,3,US,Malibu,90265,34.03766,-118.6117,USD,645734927755358154,111814989,2024-01-03,,2023-09,1,30,True,16.0,4,1135,1135,0,4540,4540
Entire home,entire_home,3,2,US,Malibu,90265,34.04515,-118.63678,USD,651462734313710407,85191394,2024-01-03,,2023-09,1,30,True,16.0,4,771,771,2,3084,3084
Entire villa,entire_home,4,5,US,Malibu,90265,34.039,-118.866,USD,657148950247926207,466035154,2024-01-03,,2023-09,1,30,True,0.0,0,1169,1169,0,0,0
Entire guest suite,entire_home,2,1,US,Malibu,90265,34.01909,-118.79455,USD,658010500796615908,6415621,2024-01-03,,2023-09,1,30,True,64.0,16,244,244,2,3904,3904
Entire vacation home,entire_home,1,1,US,Malibu,90265,34.04086444903616,-118.59521820151504,USD,676749368460015211,9444719,2024-01-03,,2023-09,1,30,True,72.0,18,521,521,2,9378,9378
Entire home,entire_home,3,4,US,Malibu,90265,34.03762,-118.85325,USD,684170869720087738,111814989,2024-01-03,,2023-09,1,30,True,8.0,2,681,681,1,1362,1362
Entire home,entire_home,3,3,US,Malibu,90265,34.044,-118.891,USD,689891144136852846,326005587,2024-01-03,,2023-09,1,30,True,56.0,14,559,559,1,7826,7826
Entire home,entire_home,3,3,US,Malibu,90265,34.042,-118.885,USD,689905134020488636,326005587,2023-09-27,,2023-09,2,29,True,100,25,742,742,0,18550,18550
Entire home,entire_home,3,3,US,Malibu,90263,34.03046,-118.70398,USD,711451405581948178,1494781,2024-01-03,,2023-09,30,1,True,0.0,0,2686,2686,1,0,0
Entire home,entire_home,4,4,US,Malibu,90265,34.039,-118.644,USD,711766312881966982,2065237,2024-01-03,,2023-09,1,30,True,8.0,2,736,736,0,1472,1472
Entire home,entire_home,2,3,US,Malibu,90265,34.01881,-118.81213,USD,714422549629532907,57577753,2024-01-03,,2023-09,1,30,True,88.0,22,595,595,0,13090,13090
Entire vacation home,entire_home,1,1,US,Malibu,90263,34.02929,-118.70578,USD,716523823235497607,1494781,2024-01-03,,2023-09,1,30,True,64.0,16,576,576,2,9216,9216
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.038,-118.636,USD,717739921094775811,221424927,2024-01-03,,2023-09,1,30,True,84.0,21,213,213,2,4473,4473
Entire home,entire_home,2,2,US,Malibu,90265,34.03045,-118.7775,USD,719553146921031738,37679017,2024-01-03,,2023-09,1,30,True,12.0,3,428,428,1,1284,1284
Camper/RV,entire_home,1,1,US,Malibu,90265,34.04258,-118.7443,USD,724010111469753126,477039818,2024-01-03,,2023-09,1,30,True,48.0,12,297,297,3,3564,3564
Entire villa,entire_home,6,6,US,Malibu,90265,34.027,-118.83,USD,725342682599896398,481283540,2024-01-03,,2023-09,1,30,True,4.0,1,4167,4167,1,4167,4167
Entire condo,entire_home,1,1,US,Malibu,90265,34.03688,-118.6254,USD,725580807334861667,9075429,2024-01-03,,2023-09,3,28,True,94.3,22,551,551,1,12122,12122
Entire guesthouse,entire_home,Studio,1,US,Malibu,90265,34.03229,-118.82621,USD,729702068370507821,217128548,2023-12-27,,2023-09,2,29,True,82.8,20,327,327,1,6540,6540
Entire home,entire_home,3,3,US,Malibu,90265,34.038,-118.621,USD,729771846391396913,417734561,2024-01-03,,2023-09,1,30,True,40.0,10,790,790,0,7900,7900
Entire home,entire_home,3,3,US,Malibu,90265,34.03987,-118.62182,USD,740601370920336666,645107,2023-12-27,,2023-09,3,28,True,98.6,23,866,866,1,19918,19918
Entire home,entire_home,3,5,US,Malibu,90265,34.02746,-118.76337,USD,742828555184235482,484405943,2023-12-27,,2023-09,1,30,True,40.0,10,1347,1347,4,13470,13470
Entire vacation home,entire_home,2,2,US,Malibu,90265,34.037,-118.628,USD,755243740537359788,24303784,2023-12-27,,2023-09,22,9,True,100,8,1204,1204,1,9632,9632
Entire home,entire_home,4,3,US,Malibu,90265,34.02335,-118.79914,USD,757229385658651013,75166,2023-12-27,,2023-09,1,30,True,40.0,10,621,621,3,6210,6210
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.025272896859256,-118.80047160722525,USD,757232619965446235,75166,2023-12-27,,2023-09,1,30,True,76.0,19,243,243,2,4617,4617
Entire home,entire_home,4,4,US,Malibu,90265,34.04,-118.848,USD,770272640244950198,4656446,2023-12-27,,2023-09,1,30,True,36.0,9,1127,1127,1,10143,10143
Entire home,entire_home,1,1,US,Malibu,90265,34.038,-118.645,USD,773889142865730215,2065237,2023-12-27,,2023-09,3,28,True,85.7,20,171,171,2,3420,3420
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.035657068853325,-118.69425367968027,USD,775666308128662522,99770819,2023-12-27,,2023-09,1,30,True,44.0,11,311,311,1,3421,3421
Entire rental unit,entire_home,2,2,US,Malibu,90265,34.03548567943893,-118.6941777704149,USD,775666943626330737,99770819,2023-12-27,,2023-09,1,30,True,44.0,11,350,350,1,3850,3850
Entire home,entire_home,3,2,US,Malibu,90265,34.037,-118.633,USD,778430877433224110,66614713,2023-12-27,,2023-09,13,18,True,100.0,15,2060,2060,3,30900,30900
Entire home,entire_home,6,3,US,Malibu,90265,34.007,-118.803,USD,790627982818809044,326005587,2023-12-27,,2023-09,2,29,True,74.5,18,1137,1137,1,20466,20466
Entire rental unit,entire_home,3,2,US,Malibu,90263,34.03566999727335,-118.6981820332456,USD,803418207386284199,6521227,2023-12-27,,2023-09,6,25,True,81.6,17,416,416,1,7072,7072
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.03854541568484,-118.66656143214779,USD,803791769838476042,274919591,2023-12-27,,2023-09,1,30,True,72.0,18,512,512,2,9216,9216
Entire home,entire_home,3,2,US,Malibu,90265,34.038376032724834,-118.86789956752733,USD,822534698032635048,24303784,2023-12-27,,2023-09,1,30,True,72.0,18,598,598,2,10764,10764
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.03783,-118.67007,USD,828135807774618810,397064118,2023-12-27,,2023-09,22,9,True,13.3,1,265,265,0,265,265
Entire home,entire_home,6,10,US,Malibu,90265,34.03047330056887,-118.77590617756381,USD,833920628896120000,72933825,2023-12-27,,2023-09,1,30,True,100,28,3193,3193,3,89404,89404
Entire home,entire_home,6,10,US,Malibu,90265,34.02923712159578,-118.77398321112297,USD,834383766822549291,417195791,2023-12-27,,2023-09,1,30,True,52.0,13,3195,3195,2,41535,41535
Entire home,entire_home,3,2,US,Malibu,90265,34.03974900781274,-118.6908711333819,USD,850924468031532798,104381131,2023-12-27,,2023-09,1,30,True,88.0,22,958,958,2,21076,21076
Entire home,entire_home,3,3,US,Malibu,90265,34.039543157246385,-118.65617361059928,USD,852361917865383583,24303784,2023-12-27,,2023-09,3,28,True,64.3,15,1571,1571,3,23565,23565
Entire condo,entire_home,1,1,US,Malibu,90265,34.038154413691636,-118.61621565112914,USD,853890449375920403,64052858,2023-12-27,,2023-09,1,30,True,72.0,18,431,431,3,7758,7758
Entire condo,entire_home,1,1,US,Malibu,90265,34.03851809972276,-118.61670503895539,USD,853890489443266421,64052858,2023-12-27,,2023-09,1,30,True,88.0,22,490,490,0,10780,10780
Entire condo,entire_home,1,1,US,Malibu,90265,34.03773420507184,-118.61798788529065,USD,853890509727317913,64052858,2023-12-27,,2023-09,1,30,True,100,27,496,496,2,13392,13392
Entire condo,entire_home,1,1,US,Malibu,90265,34.0370855354111,-118.61580472668088,USD,853890531571529538,64052858,2023-12-27,,2023-09,1,30,True,88.0,22,547,547,0,12034,12034
Entire condo,entire_home,1,1,US,Malibu,90265,34.03666983973901,-118.61608220213003,USD,853890551506118770,64052858,2023-12-27,,2023-09,1,30,True,100.0,25,495,495,3,12375,12375
Entire home,entire_home,2,2,US,Malibu,90265,34.03764817610814,-118.62690969968855,USD,871290575516117444,23118355,2023-12-27,,2023-09,11,20,True,54.0,9,1053,1053,3,9477,9477
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.038,-118.627,USD,877572270199907827,137794593,2023-11-22,,2023-09,1,30,True,8.0,2,619,619,0,1238,1238
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03683655522055,-118.62569815526926,USD,877630894782117276,137794593,2023-08-30,,2023-09,1,30,True,100,30,406,406,0,12180,12180
Casa particular,entire_home,2,2,US,Malibu,90263,34.032,-118.725,USD,885409185055204776,369665789,2023-12-27,,2023-09,1,30,True,28.0,7,502,502,1,3514,3514
Entire home,entire_home,3,4,US,Malibu,90265,34.038421141287756,-118.63988741251639,USD,888353396122919837,111815158,2023-12-27,,2023-09,2,29,True,53.8,13,944,944,3,12272,12272
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03,-118.754,USD,901706168599762340,143825075,2023-12-27,,2023-09,21,10,True,48.0,4,648,648,0,2592,2592
Entire home,entire_home,2,1,US,Malibu,90265,34.0371104949266,-118.62717421463728,USD,904302858916169516,517714145,2023-12-27,,2023-09,2,29,True,29.0,7,730,730,0,5110,5110
Entire guesthouse,entire_home,Studio,1,US,Malibu,90265,34.025932950110935,-118.77046889149034,USD,910824176046512403,4784846,2023-12-27,,2023-09,1,30,True,100,30,350,350,0,10500,10500
Entire home,entire_home,5,6,US,Malibu,90265,34.037,-118.626,USD,911656099215412869,417734561,2023-12-27,,2023-09,1,30,True,96.0,24,2507,2507,0,60168,60168
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.038,-118.627,USD,912388782619639352,519113542,2023-12-27,,2023-09,1,30,True,36.0,9,334,334,1,3006,3006
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.03827,-118.6255,USD,919693584279597246,519113542,2023-12-27,,2023-09,14,17,True,14.1,2,538,538,1,1076,1076
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03857539058352,-118.62724353839312,USD,919701489973008299,519113542,2023-12-27,,2023-09,1,30,True,60.0,15,344,344,1,5160,5160
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.03883296466087,-118.62705921235387,USD,919712732623855084,519113542,2023-12-27,,2023-09,14,17,True,14.1,2,538,538,1,1076,1076
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03664,-118.62685,USD,919718077931627712,519113542,2023-12-27,,2023-09,1,30,True,28.0,7,327,327,2,2289,2289
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03691,-118.62576,USD,919739854828285893,519113542,2023-12-27,,2023-09,1,30,True,72.0,18,337,337,2,6066,6066
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.03867238128112,-118.62734309999456,USD,919750134771149953,519113542,2023-11-01,,2023-09,14,17,True,14.1,2,540,540,0,1080,1080
Private room in home,private_room,1,2,US,Malibu,90265,34.02,-118.809,USD,919807384879387906,92051351,2023-12-27,,2023-09,7,24,True,5.0,1,98,98,0,98,98
Entire rental unit,entire_home,2,2,US,Malibu,90265,34.037,-118.638,USD,932132228089444339,11271580,2023-11-01,,2023-09,1,30,True,40.0,10,628,628,2,6280,6280
Entire rental unit,entire_home,2,2,US,Malibu,90265,34.03927314668847,-118.66294067235083,USD,937651015855455245,33229929,2023-12-27,,2023-09,13,18,True,53.3,8,185,185,0,1480,1480
Entire home,entire_home,2,1,US,Malibu,90265,34.03787,-118.62592,USD,938524207275808094,351861289,2023-11-29,,2023-09,1,30,True,52.0,13,720,720,2,9360,9360
Entire rental unit,entire_home,2,2,US,Malibu,90265,34.038086997761575,-118.63706262157629,USD,940924521861421130,11271580,2023-11-01,,2023-09,1,30,True,32.0,8,578,578,2,4624,4624
Entire rental unit,entire_home,4,4,US,Malibu,90265,34.037,-118.638,USD,944197064276158981,11271580,2023-11-01,,2023-09,1,30,True,48.0,12,1004,1004,4,12048,12048
Entire rental unit,entire_home,Studio,1,US,Malibu,90265,34.03807,-118.61289,USD,951000702147395257,140621166,2023-12-27,,2023-09,2,29,True,74.5,18,473,473,4,8514,8514
Entire home,entire_home,4,3,US,Malibu,90265,34.031,-118.839,USD,954272129451139989,381540124,2023-12-27,,2023-09,1,30,True,76.0,19,609,609,2,11571,11571
Entire home,entire_home,2,2,US,Malibu,90265,34.038,-118.636,USD,963011824729095611,221424927,2023-12-27,,2023-09,14,17,True,98.8,14,605,605,1,8470,8470
Entire home,entire_home,2,2,US,Malibu,90265,34.03801907506446,-118.62743909313282,USD,963825563174630908,533321797,2023-10-21,,2023-09,14,17,True,100,16,512,512,1,8192,8192
Entire home,entire_home,4,0,US,Malibu,90265,34.04247,-118.74118,USD,964500701374003777,111814989,2023-12-27,,2023-09,15,16,True,30.0,4,597,597,0,2388,2388
Entire home,entire_home,7,6,US,Malibu,90265,34.02967792236315,-118.84357624163532,USD,967454245259383985,64052858,2023-12-27,,2023-09,21,10,True,72.0,6,4680,4680,0,28080,28080
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.01235916681712,-118.80752047637561,USD,967763657141204363,534261899,2023-11-09,,2023-09,15,16,True,15.0,2,264,264,0,528,528
Entire cabin,entire_home,4,3,US,Agoura Hills,90263,34.03642,-118.70507,USD,978286900268389278,52724513,2023-12-27,,2023-09,21,10,True,48.0,4,557,557,0,2228,2228
Private room in home,private_room,1,1,US,Malibu,90265,34.03073,-118.75513,USD,187526,215462,2024-01-03,,2023-08,2,29,True,0.0,0,350,350,0,0,0
Entire home,entire_home,3,2,US,Malibu,90265,34.03862,-118.62243,USD,287339,1494781,2024-01-03,300.0,2023-08,3,28,True,85.7,20,1789,1789,6,37580,37580
Entire condo,entire_home,3,2,US,Malibu,90265,34.03309,-118.74573,USD,939688,5076940,2024-01-03,225.0,2023-08,2,29,True,29.0,7,1616,1616,1,11537,11537
Private room in guest suite,private_room,1,1,US,Malibu,90265,34.00876,-118.81379,USD,1153772,6323112,2024-01-03,100.0,2023-08,0,31,True,19.4,5,595,595,1,3075,3075
Entire home,entire_home,2,2,US,Malibu,90265,34.044,-118.741,USD,1298276,985427,2024-01-03,185.0,2023-08,3,28,True,68.6,16,302,302,6,5942,5942
Entire condo,entire_home,2,3,US,Malibu,90265,34.02582,-118.77084,USD,1831667,9579526,2024-01-03,,2023-08,2,29,True,100,28,385,385,0,10780,10780
Entire home,entire_home,3,4,US,Malibu,90265,34.038,-118.64,USD,3156442,16016535,2024-01-03,500.0,2023-08,15,16,True,100,15,1265,1265,3,20475,20475
Private room in home,private_room,1,1,US,Malibu,90265,34.02934,-118.75706,USD,3414817,215462,2024-01-03,60.0,2023-08,2,29,True,33.1,8,250,250,3,2180,2180
Entire villa,entire_home,5,3,US,Malibu,90265,34.03604,-118.60936,USD,3478607,16503811,2024-01-03,,2023-08,3,28,True,42.9,10,2073,2073,0,20730,20730
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03793,-118.61114,USD,3563679,17944041,2024-01-03,100.0,2023-08,7,24,True,100,24,628,628,5,15572,15572
Entire condo,entire_home,1,1,US,Malibu,90263,34.037,-118.676,USD,4205112,21817201,2024-01-03,,2023-08,6,25,True,96.0,20,507,507,2,10140,10140
Entire bungalow,entire_home,1,1,US,Malibu,90265,34.039,-118.672,USD,4256314,21817201,2024-01-03,,2023-08,8,23,True,78.3,15,497,497,2,7455,7455
Entire home,entire_home,4,4,US,Malibu,90265,34.0409,-118.61717,USD,5219028,6876027,2023-08-23,,2023-08,27,4,True,100,4,850,850,0,3400,3400
Entire condo,entire_home,1,1,US,Malibu,90265,34.039,-118.672,USD,5488509,21817201,2024-01-03,,2023-08,5,26,True,100,23,551,551,2,12673,12673
Entire bungalow,entire_home,1,1,US,Malibu,90263,34.039,-118.673,USD,6081725,21817201,2024-01-03,,2023-08,5,26,True,92.3,20,557,557,1,11140,11140
Entire home,entire_home,4,3,US,Malibu,90265,34.038,-118.868,USD,6386586,9053701,2023-12-06,300.0,2023-08,0,31,True,50.3,13,735,735,1,9855,9855
Private room in home,private_room,1,1,US,Malibu,90265,34.04074,-118.61859,USD,7293369,37437994,2024-01-03,30.0,2023-08,0,31,True,100,26,163,163,22,4898,4898
Entire home,entire_home,3,2,US,Malibu,90265,34.03676,-118.63273,USD,8667902,9962732,2024-01-03,,2023-08,2,29,True,100,27,1144,1144,0,30888,30888
Entire guesthouse,entire_home,Studio,1,US,Malibu,90265,34.01912,-118.8161,USD,10268679,52798803,2024-01-03,100.0,2023-08,10,21,True,28.6,5,200,200,0,1000,1000
Entire home,entire_home,2,2,US,Malibu,90265,34.03616,-118.61272,USD,10362019,53331260,2024-01-03,175.0,2023-08,19,12,True,20.0,2,480,480,0,960,960
Entire home,entire_home,2,2,US,Malibu,90265,34.03584,-118.61083,USD,10431444,53331260,2024-01-03,175.0,2023-08,17,14,True,77.1,9,505,505,2,4895,4895
Entire home,entire_home,3,3,US,Malibu,90265,34.03586,-118.61609,USD,12041595,50848819,2024-01-03,550.0,2023-08,2,29,True,70.3,17,1031,1031,3,19177,19177
Entire home,entire_home,3,2,US,Malibu,90265,34.03953,-118.62365,USD,12566931,10061300,2024-01-03,230.0,2023-08,5,26,True,100,26,981,981,5,26656,26656
Entire home,entire_home,3,2,US,Malibu,90265,34.03952,-118.64553,USD,12836638,70019808,2024-01-03,,2023-08,2,29,True,53.8,13,550,550,1,7150,7150
Entire home,entire_home,4,4,US,Malibu,90265,34.03815,-118.86494,USD,13416186,76438110,2024-01-03,600.0,2023-08,30,1,True,0.0,0,1900,1900,1,600,600
Entire rental unit,entire_home,2,1,US,Malibu,90265,34.03655,-118.6325,USD,13962685,16358514,2024-01-03,195.0,2023-08,7,24,True,25.0,5,1000,1000,0,5000,5000
Entire bungalow,entire_home,1,1,US,Malibu,90265,34.03322,-118.72655,USD,14042739,51230430,2024-01-03,175.0,2023-08,1,30,True,100,27,608,608,8,17816,17816
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.039,-118.641,USD,14106692,18835756,2024-01-03,90.0,2023-08,3,28,True,85.7,20,370,370,6,7940,7940
Entire rental unit,entire_home,3,3,US,Malibu,90263,34.03341,-118.72288,USD,14220873,86397681,2024-01-03,225.0,2023-08,2,29,True,100,29,716,716,7,22339,22339
Entire rental unit,entire_home,1,1,US,Malibu,90265,34.03562,-118.6116,USD,15058446,76794295,2024-01-03,200.0,2023-08,0,31,True,85.2,22,622,622,5,14684,14684
Entire guest suite,entire_home,1,1,US,Malibu,90263,34.04056,-118.71381,USD,15075095,83617299,2024-01-03,150.0,2023-08,1,30,True,72.0,18,359,359,2,6762,6762
Entire home,entire_home,4,5,US,Malibu,90265,34.04612,-118.84979,USD,15707601,15244457,2024-01-03,350.0,2023-08,2,29,True,74.5,18,879,879,3,16872,16872
Room in boutique hotel,private_room,1,1,US,Malibu Beach,90263,34.03743,-118.6734,USD,15720440,101555046,2024-01-03,225.0,2023-08,0,31,True,96.8,25,365,365,9,11150,11150
Entire rental unit,entire_home,1,1,US,Malibu Beach,90263,34.03782,-118.67202,USD,15720784,101555046,2023-05-17,225.0,2023-08,25,6,True,60.0,3,295,295,6,2235,2235
Entire rental unit,entire_home,1,1,US,Malibu,90263,34.0378,-118.67303,USD,15721485,101555046,2024-01-03,,2023-08,2,29,True,82.8,20,312,312,2,6240,6240
Entire rental unit,entire_home,1,1,US,Malibu Beach,90263,34.03775,-118.67219,USD,15721641,101555046,2024-01-03,220.0,2023-08,0,31,True,96.8,25,397,397,20,14325,14325
Entire villa,entire_home,3,3,US,Malibu,90290,34.03741,-118.58474,USD,15883910,103001665,2024-01-03,425.0,2023-08,30,1,True,0.0,0,1000,1000,0,0,0
Entire condo,entire_home,2,1,US,Malibu,90263,34.03831,-118.66539,USD,16532427,108746946,2024-01-03,,2023-08,23,8,True,75.0,5,845,845,0,4225,4225
Entire bungalow,entire_home,1,1,US,Malibu,90263,34.039,-118.673,USD,16945718,21817201,2024-01-03,150.0,2023-08,5,26,True,100,22,543,543,7,12996,12996
Entire rental unit,entire_home,3,3,US,Malibu,90263,34.03154,-118.72334,USD,17135591,86397681,2024-01-03,225.0,2023-08,2,29,True,12.4,3,799,799,1,2622,2622
Entire villa,entire_home,7,7,US,Malibu,90265,34.008,-118.813,USD,17139279,115196684,2024-01-03,,2023-08,2,29,True,62.1,15,7000,7000,0,105000,105000
Entire guest suite,entire_home,4,4,US,Malibu,90263,34.032,-118.725,USD,17892276,122562353,2024-01-03,350.0,2023-08,1,30,True,100,28,1445,1445,3,41510,41510
Entire home,entire_home,3,2,US,Malibu,90265,34.03822,-118.61592,USD,18506757,359851032,2024-01-03,140.0,2023-08,1,30,True,88.0,22,499,499,9,12238,12238
Entire condo,entire_home,2,2,US,Malibu,90265,34.03314,-118.72672,USD,18757834,120384454,2024-01-03,,2023-08,18,13,True,36.9,4,906,906,1,3624,3624
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.03665,-118.86421,USD,18928368,76438110,2024-01-03,200.0,2023-08,0,31,True,23.2,6,943,943,1,5858,5858
Entire home,entire_home,4,4,US,Malibu,90265,34.03399,-118.74203,USD,18929534,123527889,2023-11-29,500.0,2023-08,23,8,True,15.0,1,900,900,6,3900,3900
Entire home,entire_home,2,2,US,Malibu,90265,34.03368,-118.74155,USD,19210277,123527889,2023-11-29,,2023-08,20,11,True,43.6,4,700,700,1,2800,2800
Entire guesthouse,entire_home,Studio,1,US,Malibu,90265,34.043,-118.645,USD,20192212,8398671,2024-01-03,130.0,2023-08,23,8,True,75.0,5,314,314,5,2220,2220
Entire villa,entire_home,5,5,US,Malibu,90265,34.03856,-118.65106,USD,20470279,18269822,2024-01-03,0.0,2023-08,10,21,True,5.7,1,7200,7200,1,7200,7200
Entire villa,entire_home,5,5,US,Malibu,90265,34.03497,-118.68775,USD,20471627,2843111,2024-01-03,0.0,2023-08,9,22,True,21.8,4,4800,4800,0,19200,19200
Entire villa,entire_home,5,6,US,Malibu,90265,34.03266,-118.77847,USD,20473033,182442895,2024-01-03,0.0,2023-08,2,29,True,66.2,16,4000,4000,1,64000,64000
Entire villa,entire_home,6,5,US,Malibu,90265,34.03369,-118.74382,USD,20475139,2843111,2024-01-03,0.0,2023-08,6,25,True,24.0,5,3900,3900,0,19500,19500
Entire villa,entire_home,7,6,US,Malibu,90265,34.03013,-118.84517,USD,20475245,2095936,2024-01-03,0.0,2023-08,6,25,True,24.0,5,6250,6250,0,31250,31250
Entire home,entire_home,2,1,US,Malibu,90265,34.03756,-118.61055,USD,20929392,413189869,2024-01-03,250.0,2023-08,2,29,True,86.9,21,650,650,6,15150,15150
Entire home,entire_home,4,4,US,Malibu,90265,34.041,-118.671,USD,21228082,24303784,2024-01-03,500.0,2023-08,26,5,True,72.0,3,1977,1977,4,7931,7931
Entire home,entire_home,4,4,US,Malibu,90265,34.03834,-118.86514,USD,21820337,159061863,2024-01-03,,2023-08,2,29,True,100,29,1196,1196,0,34684,34684
Entire villa,entire_home,4,4,US,Malibu,90265,34.02666,-118.78799,USD,21980716,160486842,2024-01-03,400.0,2023-08,1,30,True,24.0,6,2000,2000,1,12400,12400
Entire condo,entire_home,2,2,US,Malibu,90263,34.03996,-118.66899,USD,22815529,23118355,2024-01-03,,2023-08,30,1,True,0.0,0,700,700,0,0,0
Entire home,entire_home,2,2,US,Malibu,90263,34.0316,-118.72587,USD,23357311,15243480,2024-01-03,300.0,2023-08,15,16,True,82.5,11,800,800,4,10000,10000
Entire condo,entire_home,2,2,US,Malibu,90263,34.03185,-118.72712,USD,23423122,120384454,2024-01-03,,2023-08,29,2,True,0.0,0,777,777,1,0,0
Entire guest suite,entire_home,1,1,US,Malibu,90265,34.01901,-118.81018,USD,23745393,48306840,2024-01-03,,2023-08,3,28,True,100,24,214,214,0,5136,5136
Entire home,entire_home,3,2,US,Malibu,90265,34.043,-118.741,USD,23975234,180325805,2024-01-03,,2023-08,3,28,True,51.4,12,469,469,0,5628,5628
Entire home,entire_home,4,4,US,Malibu,90265,34.039,-118.658,USD,24084042,4656446,2024-01-03,500.0,2023-08,29,2,True,60.0,1,1972,1972,6,4972,4972
Tiny home,entire_home,1,1,US,Malibu,90265,34.02527,-118.80007,USD,24247972,75166,2024-01-03,,2023-08,2,29,True,91.0,22,225,225,2,4950,4950
Entire home,entire_home,3,2,US,Malibu,90265,34.03639,-118.63653,USD,24307533,183372162,2024-01-03,,2023-08,2,29,True,74.5,18,898,898,1,16164,16164
Entire home,entire_home,2,3,US,Malibu,90265,34.037,-118.865,USD,24606474,5523906,2024-01-03,385.0,2023-08,20,11,True,98.2,9,995,995,6,11265,11265
Entire home,entire_home,4,4,US,Malibu,90265,34.03746,-118.62557,USD,24654009,32217053,2024-01-03,248.0,2023-08,2,29,True,74.5,18,854,854,4,16364,16364
Entire condo,entire_home,3,3,US,Malibu,90265,34.0377,-118.69714,USD,24827344,187686975,2024-01-03,195.0,2023-08,11,20,True,30.0,5,295,295,0,1475,1475
Entire villa,entire_home,4,4,US,Malibu,90265,34.03877,-118.64282,USD,25226793,183372162,2024-01-03,340.0,2023-08,0,31,True,73.5,19,1536,1536,5,30884,30884
Entire home,entire_home,5,5,US,Malibu,90265,34.03654,-118.62504,USD,26003374,195441232,2024-01-03,,2023-08,2,29,True,70.3,17,3186,3186,0,54162,54162
Entire home,entire_home,5,5,US,Malibu,90265,34.02373,-118.79892,USD,26452918,198911431,2024-01-03,650.0,2023-08,8,23,True,31.3,6,2350,2350,1,14750,14750
Entire villa,entire_home,3,4,US,Malibu,90265,34.02226,-118.83113,USD,27167025,198443236,2024-01-03,500.0,2023-08,30,1,True,100,1,1200,1200,0,1200,1200
Entire home,entire_home,3,2,US,Malibu,90265,34.03947,-118.60449,USD,27488523,182277016,2024-01-03,400.0,2023-08,11,20,True,24.0,4,1550,1550,0,6200,6200
