Property Type,Listing Type,Bedrooms,Bathrooms,Country Code,City,Zipcode,Latitude,Longitude,Currency Native,Airbnb Property ID,Airbnb Host ID,last_seen,cleaning_fee,Reporting Month,Blocked Days,Available Days,Scraped During Month,Occupancy Rate,Reservation Days,ADR (USD),ADR (Native),Number Of Reservation,Revenue (USD),Revenue (Native)
Entire home,entire_home,1,1,GB,Brighton and Hove,BN3 8BB,50.84938,-0.20007,USD,819635954402761590,9802857,2024-01-03,,2023-08,4,27,True,80.0,18,157,124,2,2826,2233
Entire home,entire_home,3,3,GB,Kemptown,BN2 1RJ,50.822,-0.134,USD,819708541023420096,18478685,2024-01-03,,2023-08,3,28,True,38.6,9,386,305,2,3474,2744
Entire home,entire_home,1,1,GB,Brighton and Hove,BN2 9XN,50.8309,-0.12032,USD,820908721868865677,499831730,2024-01-03,,2023-08,0,31,True,100,27,108,85,3,2916,2304
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 4BU,50.82662,-0.13636,USD,821005161410056241,295408362,2024-01-03,,2023-08,0,31,True,100,29,398,314,4,11542,9118
Entire rental unit,entire_home,1,2,GB,Kemptown,BN2 5JN,50.818,-0.11176,USD,821544737665162731,397375219,2024-01-03,,2023-08,4,27,True,93.3,21,204,161,2,4284,3384
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN1 2AD,50.82521,-0.15342,USD,822225281822803360,485413620,2024-01-03,,2023-08,2,29,True,62.1,15,246,194,3,3690,2915
Entire rental unit,entire_home,3,1,GB,Brighton and Hove,BN1 1HE,50.821,-0.141,USD,822561237799781777,190150800,2024-01-03,,2023-08,3,28,True,85.7,20,237,187,3,4740,3745
Shared room in rental unit,shared_room,1,1,GB,Brighton and Hove,BN2 9QF,50.825,-0.135,USD,822939356712016643,500280654,2023-12-06,,2023-08,0,31,True,81.3,21,39,31,15,819,647
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 1RL,50.82527,-0.14212,USD,823157773560949955,429617867,2024-01-03,,2023-08,1,30,True,100,26,135,107,9,3510,2773
Private room in home,private_room,1,1,GB,Brighton and Hove,BN1 5NH,50.84344,-0.15573,USD,823880344805202215,34431246,2024-01-03,,2023-08,0,31,True,77.4,20,87,69,7,1740,1375
Private room in home,private_room,1,1,GB,Brighton and Hove,BN3 3LN,50.83454,-0.17454,USD,824578779066097337,46909000,2024-01-03,,2023-08,3,28,True,47.1,11,91,72,1,1001,791
Entire home,entire_home,1,2,GB,Brighton and Hove,BN3 5FJ,50.83475,-0.18436,USD,825236824925804944,37769100,2024-01-03,,2023-08,2,29,True,99.3,24,171,135,0,4104,3242
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 1AS,50.82512446246996,-0.15683808178022932,USD,825746040488866045,305186669,2024-01-03,,2023-08,2,29,True,100,29,100,79,0,2900,2291
Entire rental unit,entire_home,1,1,GB,Kemptown,BN2 1TS,50.81953,-0.13344,USD,826042571930470235,500910618,2023-10-21,,2023-08,0,31,True,100,26,190,150,8,4940,3903
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 4GU,50.82843,-0.13571,USD,826615666353632816,9802857,2023-09-27,,2023-08,4,27,True,100,24,293,231,0,7032,5555
Entire rental unit,entire_home,Studio,1,GB,Brighton and Hove,BN3 1FF,50.828,-0.16,USD,826638433013505289,183539480,2024-01-03,,2023-08,2,29,True,74.5,18,116,92,1,2088,1650
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 5SJ,50.833,-0.206,USD,826726413044826637,404000759,2024-01-03,,2023-08,30,1,True,100,1,120,95,0,120,95
Entire rental unit,entire_home,Studio,1,GB,Brighton and Hove,BN1 5AN,50.84124,-0.15556,USD,827308297393584234,329908601,2024-01-03,,2023-08,0,31,True,96.8,25,64,51,3,1600,1264
Entire rental unit,entire_home,3,1,GB,Brighton and Hove,BN1 1EA,50.82293,-0.14044,USD,827352357144417982,452883094,2023-12-06,,2023-08,5,26,True,50.8,11,263,208,0,2893,2285
Entire rental unit,entire_home,1,1,GB,Brighton,BN1 3JU,50.829,-0.149,USD,827395288924407658,183539480,2024-01-03,,2023-08,4,27,True,93.3,21,144,114,1,3024,2389
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN2 3RL,50.836,-0.131,USD,827411138851108273,183539480,2024-01-03,,2023-08,0,31,True,100,26,159,126,3,4134,3266
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 3WA,50.82487,-0.14304,USD,827990023502284686,501266893,2023-09-27,,2023-08,1,30,True,44.0,11,150,118,4,1650,1304
Entire home,entire_home,4,2,GB,Brighton and Hove,BN3 4JA,50.829,-0.191,USD,827999849743340313,183539480,2024-01-03,,2023-08,2,29,True,86.9,21,358,283,4,7518,5939
Entire rental unit,entire_home,1,1,GB,Brighton,BN1 2BE,50.824,-0.143,USD,828021190475625756,500881368,2024-01-03,,2023-08,2,29,True,70.3,17,189,149,3,3213,2538
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN1 1YD,50.82663,-0.1401,USD,828058671149565846,183539480,2023-11-09,,2023-08,3,28,True,60.0,14,201,159,0,2814,2223
Private room in home,private_room,1,1,GB,Brighton and Hove,BN3 2EA,50.82558,-0.17435,USD,828176899017534238,168291627,2023-05-31,,2023-08,25,6,True,0.0,0,151,119,0,0,0
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 2LF,50.82421,-0.15187,USD,828200765196354779,279714013,2024-01-03,,2023-08,5,26,True,46.2,10,156,123,2,1560,1232
Entire home,entire_home,4,2,GB,Brighton and Hove,BN3 5NR,50.836,-0.192,USD,828242092689553482,501384119,2023-08-23,,2023-08,2,29,True,91.0,22,250,198,0,5500,4345
Entire serviced apartment,entire_home,1,1,GB,Brighton and Hove,BN1 2LB,50.82471,-0.15154,USD,829481202207583039,449399092,2023-07-05,,2023-08,25,6,True,80.0,4,191,151,2,764,604
Entire rental unit,entire_home,1,1,GB,Brighton,BN1 2HG,50.82329,-0.15114,USD,829673474147610481,279714013,2024-01-03,,2023-08,2,29,True,78.6,19,149,118,4,2831,2236
Private room in rental unit,private_room,1,1,GB,Brighton and Hove,BN1 3EF,50.82453,-0.14972,USD,830358453781590224,75449759,2023-12-13,,2023-08,16,15,True,72.0,9,51,40,0,459,363
Entire condo,entire_home,2,1,GB,Brighton and Hove,BN1 4JN,50.832,-0.135,USD,830836473812285342,490580179,2024-01-03,,2023-08,3,28,True,94.3,22,256,202,2,5632,4449
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 5DR,50.834,-0.147,USD,830955015536995373,16061083,2024-01-03,,2023-08,1,30,True,100,26,151,119,6,3926,3102
Entire serviced apartment,entire_home,1,1,GB,Brighton and Hove,BN1 2LB,50.8248,-0.15129,USD,831100911571146920,255172831,2024-01-03,,2023-08,0,31,True,73.5,19,93,73,10,1767,1396
Entire condo,entire_home,1,1,GB,Brighton and Hove,BN3 3AF,50.829,-0.165,USD,831231203732315525,34121973,2023-08-16,,2023-08,0,31,True,100,29,135,107,10,3915,3093
Entire rental unit,entire_home,2,2,GB,Brighton and Hove,BN1 4DJ,50.833,-0.141,USD,831568559301546571,502081189,2023-07-05,,2023-08,25,6,True,100,6,219,173,5,1314,1038
Private room in rental unit,private_room,1,1,GB,Brighton and Hove,BN1 4GG,50.83344,-0.14244,USD,831578299725997906,502081189,2023-07-05,,2023-08,25,6,True,100,6,103,81,5,618,488
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 1AU,50.82459,-0.15791,USD,831600298252600460,23984801,2024-01-03,,2023-08,3,28,True,94.3,22,130,103,3,2860,2259
Entire home,entire_home,4,3,GB,Kemptown,BN2 1PJ,50.82066,-0.12849,USD,831610726453535154,76745404,2023-09-13,,2023-08,2,29,True,62.1,15,430,340,4,6450,5096
Entire rental unit,entire_home,1,2,GB,Kemptown,BN2 1PG,50.82,-0.13,USD,831776164424683065,184030742,2023-11-01,,2023-08,0,31,True,15.5,4,163,129,3,652,515
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN1 3XD,50.82795,-0.14153,USD,832392951365998347,502258382,2024-01-03,,2023-08,0,31,True,77.4,20,228,180,9,4560,3602
Entire rental unit,entire_home,1,2,GB,Brighton and Hove,,50.824,-0.177,USD,832603940720023779,167581388,2024-01-03,,2023-08,14,17,True,42.4,6,140,111,0,840,664
Entire rental unit,entire_home,1,1,GB,Brighton,BN3 1TT,50.83046,-0.15234,USD,832666200080239417,279714013,2024-01-03,,2023-08,1,30,True,48.0,12,128,101,3,1536,1213
Entire rental unit,entire_home,2,2,GB,Brighton and Hove,BN2 9TL,50.831,-0.125,USD,833046474064130038,183539480,2023-08-09,,2023-08,2,29,True,100,27,186,147,7,5022,3967
Tiny home,entire_home,1,1,GB,Brighton and Hove,BN1 6RF,50.84612,-0.14756,USD,833110633458899620,502420275,2024-01-03,,2023-08,4,27,True,100,23,131,103,7,3013,2380
Entire rental unit,entire_home,2,2,GB,Brighton,BN1 1AL,50.82074,-0.14327,USD,833190662082862077,449399092,2024-01-03,,2023-08,1,30,True,72.0,18,189,149,4,3402,2688
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 6NA,50.8445,-0.1437,USD,833438224178955991,6814855,2023-09-06,,2023-08,24,7,True,85.7,5,130,103,0,650,514
Entire home,entire_home,4,2,GB,Brighton and Hove,BN2 3EP,50.83215,-0.11899,USD,833767843761728632,59099928,2024-01-03,,2023-08,7,24,True,90.0,18,254,201,2,4572,3612
Entire home,entire_home,3,3,GB,Brighton and Hove,BN3 5HH,50.835,-0.189,USD,834484624404473255,17854346,2023-11-01,,2023-08,5,26,True,100,25,150,118,2,3750,2962
Private room in home,private_room,4,3,GB,Brighton and Hove,BN1 3FL,50.825,-0.149,USD,834502200846884628,463833358,2024-01-03,,2023-08,8,23,True,99.1,19,228,180,0,4332,3422
Private room in rental unit,private_room,1,1,GB,Brighton and Hove,BN1 4QF,50.83509,-0.14048,USD,834615518871624988,499800550,2024-01-03,,2023-08,4,27,True,100,24,65,51,4,1560,1232
Entire home,entire_home,3,1,GB,Brighton and Hove,BN1 8GB,50.858,-0.13,USD,834740748462606093,38906048,2024-01-03,,2023-08,3,28,True,100,25,203,160,3,5075,4009
Private room in home,private_room,1,1,GB,Brighton and Hove,BN3 5HH,50.835,-0.189,USD,834804810966204196,17854346,2024-01-03,,2023-08,0,31,True,92.9,24,72,57,4,1728,1365
Entire rental unit,entire_home,3,2,GB,Brighton and Hove,BN1 3HA,50.82552,-0.14714,USD,834809284480485145,196526754,2024-01-03,,2023-08,0,31,True,65.8,17,316,250,4,5372,4244
Private room in condo,private_room,1,2,GB,Brighton and Hove,BN2 0BT,50.82331,-0.12802,USD,835274975556641158,27855979,2024-01-03,,2023-08,1,30,True,100,29,61,48,6,1769,1398
Entire rental unit,entire_home,3,3,GB,Brighton and Hove,BN1 3RL,50.8273,-0.1452,USD,835558929068973744,35897283,2024-01-03,,2023-08,2,29,True,100,26,444,351,6,11544,9120
Private room in home,private_room,1,1,GB,Brighton and Hove,BN1 2EB,50.824,-0.148,USD,835829837186333411,463833358,2024-01-03,,2023-08,2,29,True,57.9,14,84,66,3,1176,929
Private room in home,private_room,1,2,GB,Brighton and Hove,BN1 2EB,50.824,-0.148,USD,835836385485756918,463833358,2024-01-03,,2023-08,5,26,True,78.5,17,76,60,3,1292,1021
Private room in home,private_room,1,2,GB,Brighton and Hove,BN1 2EB,50.824,-0.148,USD,835889193564607870,463833358,2024-01-03,,2023-08,2,29,True,49.7,12,76,60,1,912,720
Entire rental unit,entire_home,1,1,GB,Brighton,BN1 3AD,50.82784,-0.15378,USD,836038961834531881,449399092,2024-01-03,,2023-08,2,29,True,95.2,23,132,104,1,3036,2398
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN3 2WF,50.82474,-0.17375,USD,836102521215186409,503043324,2024-01-03,,2023-08,8,23,True,100,22,163,129,0,3586,2833
Entire home,entire_home,5,4,GB,Brighton and Hove,BN3 7NH,50.84314,-0.18961,USD,836231757414377714,8041868,2024-01-03,,2023-08,2,29,True,100,27,351,277,2,9477,7487
Private room in home,private_room,1,1,GB,Brighton and Hove,BN1 2EB,50.824,-0.148,USD,836830917437851781,463833358,2024-01-03,,2023-08,6,25,True,96.0,20,63,50,5,1260,995
Entire home,entire_home,3,2,GB,Brighton and Hove,BN2 9PH,50.827,-0.134,USD,836834767043756658,32948958,2024-01-03,,2023-08,0,31,True,92.9,24,278,220,5,6672,5271
Entire home,entire_home,3,2,GB,Brighton and Hove,BN3 3WB,50.82956,-0.17796,USD,836881901373321200,30787856,2023-11-22,,2023-08,0,31,True,100,30,139,110,0,4170,3294
Entire townhouse,entire_home,4,2,GB,Brighton and Hove,BN2 4AL,50.83846,-0.12083,USD,836928767278614674,503232840,2023-10-26,,2023-08,1,30,True,100,28,162,128,12,4536,3583
Entire rental unit,entire_home,5,3,GB,Kemptown,BN2 1RE,50.82136,-0.13602,USD,836933800646973816,452883094,2024-01-03,,2023-08,1,30,True,100,27,637,503,5,17199,13587
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 8XR,50.863,-0.151,USD,837742407490590006,503417239,2024-01-03,,2023-08,3,28,True,100,24,228,180,7,5472,4323
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN1 5BF,50.843,-0.159,USD,838218184818353678,183539480,2024-01-03,,2023-08,4,27,True,100,23,165,130,5,3795,2998
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN1 4GU,50.82868,-0.13484,USD,838284867567289248,250481844,2023-07-05,,2023-08,25,6,True,0.0,0,417,329,0,0,0
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 3ED,50.82469,-0.14582,USD,838397029277488059,227421120,2024-01-03,,2023-08,1,30,True,88.0,22,254,201,5,5588,4415
Entire rental unit,entire_home,1,1,GB,Kemptown,BN1 1EJ,50.82118,-0.13641,USD,839072647335555987,9802857,2024-01-03,,2023-08,0,31,True,58.1,15,209,165,5,3135,2477
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN3 5DL,50.83277,-0.18153,USD,839298795142202429,503743287,2023-07-05,,2023-08,25,6,True,60.0,3,274,216,4,822,649
Private room in home,private_room,1,2,GB,Brighton,BN2 3QD,50.83673,-0.12365,USD,839333670311589595,16579344,2023-11-01,,2023-08,0,31,True,100,29,78,62,7,2262,1787
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 1AL,50.821,-0.143,USD,840550160308918334,415586331,2024-01-03,,2023-08,2,29,True,62.1,15,176,139,4,2640,2086
Entire townhouse,entire_home,2,1,GB,Brighton and Hove,BN1 4EA,50.82747,-0.14136,USD,840734630899338739,38302833,2024-01-03,,2023-08,0,31,True,96.8,25,218,172,6,5450,4306
Entire rental unit,entire_home,1,1,GB,Kemptown,BN2 1WA,50.82165,-0.1353,USD,841063787692350992,9802857,2024-01-03,,2023-08,0,31,True,54.2,14,206,163,4,2884,2278
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 1RN,50.824,-0.142,USD,841775874802962077,442909601,2024-01-03,,2023-08,16,15,True,100,13,299,236,4,3887,3071
Entire condo,entire_home,1,1,GB,Brighton and Hove,BN1 6RF,50.84639,-0.1474,USD,841799212823096882,35129115,2023-12-13,,2023-08,0,31,True,100,31,129,102,2,3999,3159
Private room in rental unit,private_room,1,1,GB,Brighton and Hove,BN1 3RT,50.829,-0.145,USD,841827202739024695,194033607,2023-12-13,,2023-08,6,25,True,57.6,12,72,57,2,864,683
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN3 5HR,50.83678,-0.18971,USD,841836644796870203,504274522,2024-01-03,,2023-08,25,6,True,40.0,2,223,176,2,446,352
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 3HA,50.826,-0.147,USD,841839623997472767,504278686,2024-01-03,,2023-08,2,29,True,100,27,138,109,0,3726,2944
Entire rental unit,entire_home,2,2,GB,Brighton and Hove,BN3 2DB,50.82652,-0.17866,USD,842503095046376914,44650223,2023-11-22,,2023-08,7,24,True,90.0,18,222,175,2,3996,3157
Private room in home,private_room,1,1,GB,Brighton and Hove,BN1 2EB,50.824,-0.148,USD,842725343493214874,164116189,2023-06-28,,2023-08,27,4,True,30.0,1,184,145,3,184,145
Private room in home,private_room,2,1,GB,Brighton and Hove,BN1 6AE,50.836,-0.139,USD,842732608277525451,146183109,2024-01-03,,2023-08,0,31,True,31.0,8,203,160,5,1624,1283
Entire home,entire_home,5,3,GB,Brighton and Hove,BN2 0GS,50.82395,-0.13002,USD,844132228676571547,100666665,2024-01-03,,2023-08,3,28,True,68.6,16,917,724,1,14672,11591
Entire home,entire_home,2,1,GB,Brighton and Hove,BN2 9WB,50.828,-0.129,USD,844149006059807950,20462856,2024-01-03,,2023-08,3,28,True,60.0,14,193,152,3,2702,2135
Entire home,entire_home,3,2,GB,Brighton and Hove,BN3 3TN,50.83258,-0.16925,USD,844665282516845350,447277879,2023-08-30,,2023-08,6,25,True,100,23,257,203,4,5911,4670
Entire rental unit,entire_home,1,2,GB,Brighton and Hove,BN3 1PG,50.82789,-0.1569,USD,845056632815361813,5565007,2024-01-03,,2023-08,2,29,True,100,26,107,85,2,2782,2198
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 1EH,50.82443,-0.15978,USD,845412796949811966,138288902,2024-01-03,,2023-08,1,30,True,60.0,15,112,88,5,1680,1327
Private room in home,private_room,1,1,GB,Brighton and Hove,BN2 3QG,50.83736,-0.12217,USD,845554877209754472,63623660,2024-01-03,,2023-08,2,29,True,100,28,56,44,5,1568,1239
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 2RD,50.82318,-0.14636,USD,845702082683235328,449399092,2024-01-03,,2023-08,27,4,True,100,4,265,209,3,1060,837
Entire home,entire_home,2,1,GB,Hove,BN3 5BF,50.834,-0.178,USD,846095154895585501,42813610,2023-10-26,,2023-08,2,29,True,100,29,111,88,3,3219,2543
Private room in home,private_room,1,1,GB,Brighton and Hove,BN1 5EN,50.861,-0.157,USD,846257026140286001,484083102,2023-09-06,,2023-08,30,1,True,100,1,48,38,1,48,38
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 4ZE,50.831,-0.139,USD,846857446795256805,505322149,2024-01-03,,2023-08,3,28,True,81.4,19,94,74,8,1786,1411
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 3PQ,50.82878,-0.14409,USD,846922187724136761,48155948,2023-11-29,,2023-08,2,29,True,100,26,88,70,16,2288,1808
Entire home,entire_home,4,4,GB,Brighton and Hove,BN2 6SQ,50.83699,-0.06373,USD,847004095938773659,32368119,2023-11-16,,2023-08,1,30,True,44.0,11,356,281,4,3916,3094
Entire rental unit,entire_home,2,1,GB,Kemptown,BN2 1LN,50.82008,-0.12647,USD,847299152210458405,246868536,2024-01-03,,2023-08,0,31,True,7.7,2,324,256,2,648,512
Entire home,entire_home,2,2,GB,Hove,BN3 5RG,50.83288511077865,-0.18926064821270466,USD,847626960903854911,9802857,2024-01-03,,2023-08,2,29,True,100,28,331,261,6,9268,7322
Private room in condo,private_room,1,1,GB,Brighton and Hove,BN3 1RU,50.827,-0.16,USD,847818093329326142,4884369,2024-01-03,,2023-08,0,31,True,100,31,65,51,11,2015,1592
Entire home,entire_home,2,1,GB,Brighton and Hove,BN1 2PG,50.82375,-0.15542,USD,848526205386423289,449399092,2023-07-05,,2023-08,26,5,True,96.0,4,375,296,2,1500,1185
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 3YA,50.8291,-0.1736,USD,848850201083151860,116513439,2024-01-03,,2023-08,7,24,True,80.0,16,426,337,1,6816,5385
Entire rental unit,entire_home,2,1,GB,Courtenay Terrace,BN3 2RW,50.8259,-0.17316,USD,848954904916075730,505686384,2023-10-04,,2023-08,1,30,True,100,28,206,163,5,5768,4557
Entire home,entire_home,2,1,GB,Brighton and Hove,BN3 8PE,50.851,-0.192,USD,849194712428890977,11132109,2024-01-03,,2023-08,0,31,True,96.8,25,285,225,4,7125,5629
Private room in home,private_room,1,1,GB,Brighton and Hove,BN2 9ZA,50.82841,-0.12363,USD,849671419705836740,14368633,2024-01-03,,2023-08,25,6,True,100,6,128,101,1,768,607
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 3FS,50.82787,-0.14926,USD,849803253585946832,453917223,2024-01-03,,2023-08,1,30,True,60.0,15,167,132,4,2505,1979
Private room in home,private_room,1,1,GB,Brighton and Hove,BN3 7NJ,50.84421,-0.18913,USD,850775161159687138,12046576,2024-01-03,,2023-08,0,31,True,73.5,19,167,132,4,3173,2507
Private room in home,private_room,Studio,0,GB,Brighton and Hove,BN2 9QU,50.825,-0.13,USD,851336025413369103,456513134,2023-08-16,,2023-08,4,27,True,100,23,97,77,0,2231,1762
Entire rental unit,entire_home,2,2,GB,Kemptown,BN2 1AE,50.81845,-0.12731,USD,851489205587293966,397886827,2023-11-01,,2023-08,0,31,True,100,31,383,303,2,11873,9380
Entire home,entire_home,2,1,GB,Brighton and Hove,BN2 3QF,50.83724,-0.12301,USD,851525300279043841,63623660,2024-01-03,,2023-08,2,29,True,66.2,16,180,142,2,2880,2275
Private room in home,private_room,1,2,GB,Brighton and Hove,BN3 3LY,50.83618,-0.17621,USD,851624160015358127,439420343,2024-01-03,,2023-08,1,30,True,4.0,1,251,198,0,251,198
Entire rental unit,entire_home,1,2,GB,Brighton and Hove,BN1 2PD,50.82486,-0.1545,USD,852033041083344188,9802857,2024-01-03,,2023-08,1,30,True,88.0,22,234,185,4,5148,4067
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 1GS,50.8222,-0.14003,USD,852658290608161758,500881368,2024-01-03,,2023-08,0,31,True,89.0,23,228,180,7,5244,4143
Entire condo,entire_home,2,1,GB,Brighton and Hove,BN1 3UP,50.8314,-0.14406,USD,852683680228774171,305651546,2024-01-03,,2023-08,1,30,True,32.0,8,177,140,3,1416,1119
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 3WB,50.82964,-0.17718,USD,852690995354989171,506543375,2024-01-03,,2023-08,1,30,True,96.0,24,160,126,7,3840,3034
Entire rental unit,entire_home,1,2,GB,Brighton and Hove,BN3 2DH,50.8284,-0.17914,USD,852791769522012664,435439858,2023-09-27,,2023-08,0,31,True,77.4,20,127,100,6,2540,2007
Entire home,entire_home,3,3,GB,Brighton and Hove,BN1 5PT,50.839,-0.155,USD,852866466476317274,506587579,2024-01-03,,2023-08,0,31,True,77.4,20,276,218,5,5520,4361
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN2 3ET,50.83194,-0.12512,USD,853327648171557890,504308196,2024-01-03,,2023-08,3,28,True,12.9,3,126,100,0,378,299
Entire townhouse,entire_home,2,1,GB,Brighton and Hove,BN1 6PJ,50.847,-0.145,USD,853334045434953012,60495284,2024-01-03,,2023-08,0,31,True,34.8,9,260,205,5,2340,1849
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 1HA,50.823,-0.157,USD,853374456408213301,21507812,2023-09-13,,2023-08,0,31,True,85.2,22,176,139,4,3872,3059
Entire condo,entire_home,1,1,GB,Brighton and Hove,BN1 4JN,50.83188,-0.13492,USD,853451735274147658,305651546,2024-01-03,,2023-08,1,30,True,40.0,10,154,122,4,1540,1217
Entire rental unit,entire_home,1,1,GB,Courtenay Terrace,BN3 2EA,50.82628,-0.17386,USD,853498678841548885,506695557,2023-11-29,,2023-08,25,6,True,100,6,166,131,5,996,787
Entire townhouse,entire_home,4,2,GB,Brighton and Hove,BN1 3PD,50.83,-0.142,USD,853503481675281610,142621006,2024-01-03,,2023-08,2,29,True,49.7,12,488,386,1,5856,4626
Entire home,entire_home,6,2,GB,Brighton and Hove,BN2 5PA,50.82009,-0.10226,USD,853733617188045929,445639181,2024-01-03,,2023-08,1,30,True,92.0,23,253,200,5,5819,4597
Private room in rental unit,private_room,2,2,GB,Brighton and Hove,BN3 5HD,50.83614,-0.18832,USD,854030360197700354,228416180,2024-01-03,,2023-08,2,29,True,100,29,89,70,5,2581,2039
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 4PA,50.83167,-0.19981,USD,854887747727816347,46489315,2024-01-03,,2023-08,2,29,True,70.3,17,97,77,6,1649,1303
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 4AL,50.826,-0.139,USD,855647284188224218,116489,2024-01-03,,2023-08,9,22,True,100,19,141,111,0,2679,2116
Entire home,entire_home,3,3,GB,Portslade,BN41 2FN,50.845,-0.21,USD,855650259068181974,355486638,2024-01-03,,2023-08,5,26,True,78.5,17,255,201,2,4335,3425
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN2 3AR,50.833600852734634,-0.12383836006833927,USD,855735290266690108,103431523,2024-01-03,,2023-08,1,30,True,72.0,18,141,111,10,2538,2005
Entire rental unit,entire_home,2,1,GB,Brighton and Hove,BN1 4NT,50.834,-0.134,USD,855738070348942885,103431523,2024-01-03,,2023-08,1,30,True,88.0,22,194,153,7,4268,3372
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 3TE,50.83191,-0.14858,USD,855901420492735152,82118552,2023-09-06,,2023-08,17,14,True,100,14,101,80,0,1414,1117
Private room in rental unit,private_room,2,2,GB,Brighton,BN2 5TP,50.815,-0.104,USD,856310680800290793,507278215,2024-01-03,,2023-08,0,31,True,73.5,19,121,96,9,2299,1816
Entire rental unit,entire_home,2,2,GB,Brighton and Hove,BN1 4QH,50.83514,-0.13925,USD,856346347969601678,107068446,2024-01-03,,2023-08,0,31,True,65.8,17,211,167,7,3587,2834
Entire cabin,entire_home,Studio,1,GB,Brighton and Hove,BN3 8LL,50.84732,-0.19889,USD,856352353844119027,43838442,2024-01-03,,2023-08,0,31,True,65.8,17,90,71,8,1530,1209
Entire condo,entire_home,2,1,GB,Brighton and Hove,BN1 2LJ,50.823,-0.153,USD,856452810437227843,49592687,2023-07-05,,2023-08,25,6,True,60.0,3,447,353,3,1341,1059
Entire home,entire_home,5,2,GB,Brighton and Hove,BN1 3XP,50.8284,-0.14139,USD,856601273676269128,11238732,2024-01-03,,2023-08,1,30,True,96.0,24,429,339,8,10296,8134
Entire home,entire_home,4,2,GB,Kemptown,BN2 1PS,50.81905,-0.13166,USD,857168353967014516,486730857,2023-08-16,,2023-08,2,29,True,95.2,23,220,174,3,5060,3997
Private room in guesthouse,private_room,1,1,GB,Brighton and Hove,BN2 1RD,50.82356,-0.13572,USD,857726513782800770,400300934,2024-01-03,,2023-08,0,31,True,58.1,15,104,82,9,1560,1232
Entire home,entire_home,3,3,GB,Brighton and Hove,BN1 8WN,50.861,-0.148,USD,859211606113775542,183539480,2024-01-03,,2023-08,3,28,True,77.1,18,315,249,2,5670,4479
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN3 1ED,50.82476,-0.15902,USD,859233489868219985,138288902,2024-01-03,,2023-08,3,28,True,60.0,14,112,88,3,1568,1239
Private room in rental unit,private_room,1,1,GB,Brighton and Hove,BN1 1NT,50.81935,-0.13746,USD,859266568761091574,463871444,2024-01-03,,2023-08,0,31,True,100,31,127,100,13,3937,3110
Entire home,entire_home,4,3,GB,Brighton and Hove,BN1 2PZ,50.82419,-0.15481,USD,859308599975875269,9802857,2024-01-03,,2023-08,2,29,True,99.3,24,458,362,7,10992,8684
Entire guesthouse,entire_home,1,2,GB,Brighton and Hove,BN2 0GW,50.82427,-0.13148,USD,859372512118715831,24915622,2024-01-03,,2023-08,0,31,True,58.1,15,115,91,7,1725,1363
Entire rental unit,entire_home,1,1,GB,Brighton and Hove,BN1 1RG,50.82356,-0.14299,USD,859479369257366216,449399092,2023-08-09,,2023-08,1,30,True,28.0,7,151,119,1,1057,835
